trace,ckpt,class,frames,cmd_orig,cmd_relabel,mean_realized,drift_vx,drift_vy,drift_yaw
data/traces/walk_v34_multi/2800/vxn030_vyn030_yawn050.npz,2800,clean,780,"[-0.30000001192092896, -0.30000001192092896, -0.5]","[-0.14262986183166504, -0.19815826416015625, -0.791892409324646]","[-0.14262986183166504, -0.19815826416015625, -0.791892409324646]",0.0,0.0,0.0
data/traces/walk_v34_multi/2800/vxn030_vyn030_yawp000.npz,2800,clean,780,"[-0.30000001192092896, -0.30000001192092896, 0.0]","[-0.16929279267787933, -0.26158538460731506, 0.0]","[-0.16929279267787933, -0.26158538460731506, -0.020766228437423706]",0.0,0.0,0.020766228437423706
data/traces/walk_v34_multi/2800/vxn030_vyn030_yawp050.npz,2800,clean,780,"[-0.30000001192092896, -0.30000001192092896, 0.5]","[-0.22370906174182892, -0.25001806020736694, 0.7165936231613159]","[-0.22370906174182892, -0.25001806020736694, 0.7165936231613159]",0.0,0.0,0.0
data/traces/walk_v34_multi/2800/vxn030_vyp000_yawn050.npz,2800,clean,780,"[-0.30000001192092896, 0.0, -0.5]","[-0.16931591928005219, 0.0, -0.7449792623519897]","[-0.16931591928005219, 0.030391613021492958, -0.7449792623519897]",0.0,0.030391613021492958,0.0
data/traces/walk_v34_multi/2800/vxn030_vyp000_yawp000.npz,2800,clean,780,"[-0.30000001192092896, 0.0, 0.0]","[-0.16779391467571259, 0.0, 0.0]","[-0.16779391467571259, -0.015009277500212193, -0.04152894765138626]",0.0,0.015009277500212193,0.04152894765138626
data/traces/walk_v34_multi/2800/vxn030_vyp000_yawp050.npz,2800,clean,780,"[-0.30000001192092896, 0.0, 0.5]","[-0.18401674926280975, 0.0, 0.6744727492332458]","[-0.18401674926280975, -0.054237909615039825, 0.6744727492332458]",0.0,0.054237909615039825,0.0
data/traces/walk_v34_multi/2800/vxn030_vyp030_yawn050.npz,2800,clean,780,"[-0.30000001192092896, 0.30000001192092896, -0.5]","[-0.22139941155910492, 0.20063179731369019, -0.7824031114578247]","[-0.22139941155910492, 0.20063179731369019, -0.7824031114578247]",0.0,0.0,0.0
data/traces/walk_v34_multi/2800/vxn030_vyp030_yawp000.npz,2800,clean,780,"[-0.30000001192092896, 0.30000001192092896, 0.0]","[-0.17581067979335785, 0.22582629323005676, 0.0]","[-0.17581067979335785, 0.22582629323005676, -0.008171161636710167]",0.0,0.0,0.008171161636710167
data/traces/walk_v34_multi/2800/vxn030_vyp030_yawp050.npz,2800,clean,780,"[-0.30000001192092896, 0.30000001192092896, 0.5]","[-0.15641546249389648, 0.1811390370130539, 0.7322647571563721]","[-0.15641546249389648, 0.1811390370130539, 0.7322647571563721]",0.0,0.0,0.0
data/traces/walk_v34_multi/2800/vxp000_vyp000_yawn100.npz,2800,clean,780,"[0.0, 0.0, -1.0]","[0.0, 0.0, -1.3832554817199707]","[0.022649496793746948, 0.08596034348011017, -1.3832554817199707]",0.022649496793746948,0.08596034348011017,0.0
