trace,ckpt,class,frames,cmd_orig,cmd_relabel,mean_realized,drift_vx,drift_vy,drift_yaw
data/traces/walk_v34_multi/1200/gentle_vxp020_vyn020_yawp000.npz,1200,clean,780,"[0.20000000298023224, -0.20000000298023224, 0.0]","[0.17526625096797943, -0.12330116331577301, 0.0]","[0.17526625096797943, -0.12330116331577301, -0.03634297102689743]",0.0,0.0,0.03634297102689743
data/traces/walk_v34_multi/1200/gentle_vxp020_vyp000_yawp000.npz,1200,clean,780,"[0.20000000298023224, 0.0, 0.0]","[0.16836336255073547, 0.0, 0.0]","[0.16836336255073547, -0.006473390851169825, 0.010682431980967522]",0.0,0.006473390851169825,0.010682431980967522
data/traces/walk_v34_multi/1200/gentle_vxp020_vyp000_yawp030.npz,1200,clean,780,"[0.20000000298023224, 0.0, 0.30000001192092896]","[0.16558656096458435, 0.0, 0.3295922577381134]","[0.16558656096458435, 0.010739997029304504, 0.3295922577381134]",0.0,0.010739997029304504,0.0
data/traces/walk_v34_multi/1200/vxp030_vyp000_yawn050.npz,1200,clean,780,"[0.30000001192092896, 0.0, -0.5]","[0.20949138700962067, 0.0, -0.5087635517120361]","[0.20949138700962067, -0.03297187387943268, -0.5087635517120361]",0.0,0.03297187387943268,0.0
data/traces/walk_v34_multi/1200/vxp050_vyp000_yawn050.npz,1200,clean,780,"[0.5, 0.0, -0.5]","[0.3103780746459961, 0.0, -0.4855401813983917]","[0.3103780746459961, -0.037523385137319565, -0.4855401813983917]",0.0,0.037523385137319565,0.0
data/traces/walk_v34_multi/1200/vxp050_vyp000_yawp000.npz,1200,clean,780,"[0.5, 0.0, 0.0]","[0.32583189010620117, 0.0, 0.0]","[0.32583189010620117, -0.008334558457136154, 0.017832467332482338]",0.0,0.008334558457136154,0.017832467332482338
data/traces/walk_v34_multi/1200/vxp070_vyp000_yawp000.npz,1200,clean,780,"[0.699999988079071, 0.0, 0.0]","[0.43159499764442444, 0.0, 0.0]","[0.43159499764442444, -0.009148907847702503, 0.017683034762740135]",0.0,0.009148907847702503,0.017683034762740135
data/traces/walk_v34_multi/2800/extra_vxp000_vyn015_yawp000.npz,2800,clean,780,"[0.0, -0.15000000596046448, 0.0]","[0.0, -0.12199684232473373, 0.0]","[0.04731369391083717, -0.12199684232473373, 0.0062279654666781425]",0.04731369391083717,0.0,0.0062279654666781425
data/traces/walk_v34_multi/2800/extra_vxp000_vyn025_yawp000.npz,2800,clean,780,"[0.0, -0.25, 0.0]","[0.0, -0.19667638838291168, 0.0]","[0.03914197161793709, -0.19667638838291168, -0.007706604897975922]",0.03914197161793709,0.0,0.007706604897975922
data/traces/walk_v34_multi/2800/extra_vxp000_vyp015_yawp000.npz,2800,clean,780,"[0.0, 0.15000000596046448, 0.0]","[0.0, 0.11342412978410721, 0.0]","[0.034760668873786926, 0.11342412978410721, 0.0014172119554132223]",0.034760668873786926,0.0,0.0014172119554132223
data/traces/walk_v34_multi/2800/extra_vxp000_vyp025_yawp000.npz,2800,clean,780,"[0.0, 0.25, 0.0]","[0.0, 0.1874665766954422, 0.0]","[0.020644601434469223, 0.1874665766954422, 0.022241324186325073]",0.020644601434469223,0.0,0.022241324186325073
data/traces/walk_v34_multi/2800/extra_vxp010_vyn020_yawp000.npz,2800,clean,780,"[0.10000000149011612, -0.20000000298023224, 0.0]","[0.11361870169639587, -0.13602793216705322, 0.0]","[0.11361870169639587, -0.13602793216705322, -4.254962277627783e-06]",0.0,0.0,4.254962277627783e-06
data/traces/walk_v34_multi/2800/gentle_vxp000_vyn020_yawp000.npz,2800,clean,780,"[0.0, -0.20000000298023224, 0.0]","[0.0, -0.1595560610294342, 0.0]","[0.04145566746592522, -0.1595560610294342, 0.0016470265109091997]",0.04145566746592522,0.0,0.0016470265109091997
data/traces/walk_v34_multi/2800/gentle_vxp000_vyp000_yawn030.npz,2800,clean,780,"[0.0, 0.0, -0.30000001192092896]","[0.0, 0.0, -0.4289228916168213]","[0.04698684439063072, 0.02169579267501831, -0.4289228916168213]",0.04698684439063072,0.02169579267501831,0.0
