cmd_vx,cmd_vy,cmd_yaw,duration_s,file,frames,max_tilt_deg,mean_height,mean_vx_err,mean_vy_err,mean_yaw_err,min_height,survival_full,survival_time,terminated
-0.30000001192092896,-0.30000001192092896,-0.5,11.699999738484621,vxn030_vyn030_yawn050.npz,780,5.966110706329346,0.4058269262313843,0.1475183516740799,0.26937028765678406,0.4340929090976715,0.3959982991218567,11.699999809265137,11.699999809265137,completed
-0.30000001192092896,-0.30000001192092896,0.0,11.699999738484621,vxn030_vyn030_yawp000.npz,780,6.004854679107666,0.40545129776000977,0.1352098286151886,0.29581087827682495,0.28410041332244873,0.3923504650592804,11.699999809265137,11.699999809265137,completed
-0.30000001192092896,-0.30000001192092896,0.5,11.699999738484621,vxn030_vyn030_yawp050.npz,780,6.175173282623291,0.40635257959365845,0.15634818375110626,0.3219633102416992,0.410061240196228,0.3944888114929199,11.699999809265137,11.699999809265137,completed
-0.30000001192092896,0.0,-0.5,11.699999738484621,vxn030_vyp000_yawn050.npz,780,6.14525842666626,0.40595847368240356,0.144703671336174,0.15727479755878448,0.45249971747398376,0.39754506945610046,11.699999809265137,11.699999809265137,completed
-0.30000001192092896,0.0,0.0,11.699999738484621,vxn030_vyp000_yawp000.npz,780,5.818676471710205,0.4056258797645569,0.13088920712471008,0.15791183710098267,0.289951354265213,0.39408186078071594,11.699999809265137,11.699999809265137,completed
-0.30000001192092896,0.0,0.5,11.699999738484621,vxn030_vyp000_yawp050.npz,780,6.23485803604126,0.4066847264766693,0.14825467765331268,0.15664255619049072,0.4096364378929138,0.39722558856010437,11.699999809265137,11.699999809265137,completed
-0.30000001192092896,0.30000001192092896,-0.5,11.699999738484621,vxn030_vyp030_yawn050.npz,780,6.6747941970825195,0.4060021936893463,0.1455076038837433,0.3280850052833557,0.4854271411895752,0.39701545238494873,11.699999809265137,11.699999809265137,completed
-0.30000001192092896,0.30000001192092896,0.0,11.699999738484621,vxn030_vyp030_yawp000.npz,780,5.980222225189209,0.4057219922542572,0.12802928686141968,0.29960161447525024,0.3344354033470154,0.39704430103302,11.699999809265137,11.699999809265137,completed
-0.30000001192092896,0.30000001192092896,0.5,11.699999738484621,vxn030_vyp030_yawp050.npz,780,6.760422229766846,0.40684109926223755,0.14296165108680725,0.27637091279029846,0.4041277766227722,0.3972589075565338,11.699999809265137,11.699999809265137,completed
0.30000001192092896,-0.30000001192092896,-0.5,11.699999738484621,vxp030_vyn030_yawn050.npz,780,5.456609725952148,0.4044256806373596,0.028350550681352615,0.323368102312088,0.39208295941352844,0.3933121860027313,11.699999809265137,11.699999809265137,completed
