cmd_vx,cmd_vy,cmd_yaw,duration_s,file,frames,max_tilt_deg,mean_height,mean_vx_err,mean_vy_err,mean_yaw_err,min_height,survival_full,survival_time,terminated
-0.30000001192092896,0.0,0.0,11.699999738484621,vxn030_vyp000_yawp000.npz,780,6.388869285583496,0.3803532123565674,0.2982802987098694,0.1526508778333664,0.8408108949661255,0.36895880103111267,11.699999809265137,11.699999809265137,completed
0.30000001192092896,0.0,0.0,11.699999738484621,vxp030_vyp000_yawp000.npz,780,10.334566116333008,0.38017576932907104,0.1256815642118454,0.19436025619506836,0.2838805019855499,0.37255221605300903,11.699999809265137,11.699999809265137,completed
0.5,0.0,0.0,11.699999738484621,vxp050_vyp000_yawp000.npz,780,13.472970008850098,0.38195300102233887,0.20188336074352264,0.19080467522144318,0.4694683253765106,0.36760956048965454,11.699999809265137,11.699999809265137,completed
0.0,-0.30000001192092896,0.0,11.699999738484621,vxp000_vyn030_yawp000.npz,780,8.55306339263916,0.3766043782234192,0.09997855871915817,0.22913219034671783,0.18594317138195038,0.3691488802433014,11.699999809265137,11.699999809265137,completed
0.0,0.30000001192092896,0.0,11.699999738484621,vxp000_vyp030_yawp000.npz,780,7.454982757568359,0.37780603766441345,0.09852210432291031,0.24300789833068848,0.22826631367206573,0.3707548975944519,11.699999809265137,11.699999809265137,completed
0.0,0.0,-0.5,11.699999738484621,vxp000_vyp000_yawn050.npz,780,7.095667362213135,0.3791341483592987,0.09988228976726532,0.18365170061588287,0.1813981682062149,0.3702995777130127,11.699999809265137,11.699999809265137,completed
0.0,0.0,0.5,11.699999738484621,vxp000_vyp000_yawp050.npz,780,7.589410305023193,0.3790585696697235,0.09504562616348267,0.18610818684101105,0.21058835089206696,0.3719244599342346,11.699999809265137,11.699999809265137,completed
-0.30000001192092896,-0.30000001192092896,0.0,11.699999738484621,vxn030_vyn030_yawp000.npz,780,8.464014053344727,0.3769582509994507,0.058593910187482834,0.2028997242450714,0.32540616393089294,0.36588504910469055,11.699999809265137,11.699999809265137,completed
-0.30000001192092896,0.30000001192092896,0.0,11.699999738484621,vxn030_vyp030_yawp000.npz,780,8.198099136352539,0.37942466139793396,0.18992669880390167,0.23888307809829712,0.6154954433441162,0.3690061867237091,11.699999809265137,11.699999809265137,completed
0.30000001192092896,-0.30000001192092896,0.0,11.699999738484621,vxp030_vyn030_yawp000.npz,780,11.259456634521484,0.3782230615615845,0.17400617897510529,0.2435038685798645,0.24721960723400116,0.3676580786705017,11.699999809265137,11.699999809265137,completed
0.30000001192092896,0.30000001192092896,0.0,11.699999738484621,vxp030_vyp030_yawp000.npz,780,10.686657905578613,0.37818631529808044,0.16958798468112946,0.24600470066070557,0.22654062509536743,0.3706301152706146,11.699999809265137,11.699999809265137,completed
0.5,-0.30000001192092896,0.0,11.699999738484621,vxp050_vyn030_yawp000.npz,780,13.040668487548828,0.38023972511291504,0.2536357641220093,0.24872764945030212,0.39540499448776245,0.3672804832458496,11.699999809265137,11.699999809265137,completed
0.5,0.30000001192092896,0.0,11.699999738484621,vxp050_vyp030_yawp000.npz,780,11.463653564453125,0.38030683994293213,0.25880756974220276,0.2555844485759735,0.39963459968566895,0.36839935183525085,11.699999809265137,11.699999809265137,completed
-0.30000001192092896,0.0,-0.5,11.699999738484621,vxn030_vyp000_yawn050.npz,780,5.841940402984619,0.3806433379650116,0.27668920159339905,0.14925740659236908,0.7657896280288696,0.3683282136917114,11.699999809265137,11.699999809265137,completed
-0.30000001192092896,0.0,0.5,11.699999738484621,vxn030_vyp000_yawp050.npz,780,7.60392951965332,0.3808598518371582,0.22761522233486176,0.15186433494091034,0.6213317513465881,0.36877793073654175,11.699999809265137,11.699999809265137,completed
0.30000001192092896,0.0,-0.5,11.699999738484621,vxp030_vyp000_yawn050.npz,780,10.400321006774902,0.380303293466568,0.14770296216011047,0.19679130613803864,0.2498098462820053,0.3723064959049225,11.699999809265137,11.699999809265137,completed
0.30000001192092896,0.0,0.5,11.699999738484621,vxp030_vyp000_yawp050.npz,780,10.936968803405762,0.38011908531188965,0.15329061448574066,0.19530022144317627,0.2563318908214569,0.37310922145843506,11.699999809265137,11.699999809265137,completed
0.5,0.0,-0.5,11.699999738484621,vxp050_vyp000_yawn050.npz,780,12.377216339111328,0.38229307532310486,0.23008504509925842,0.19386108219623566,0.465593159198761,0.37349042296409607,11.699999809265137,11.699999809265137,completed
0.5,0.0,0.5,11.699999738484621,vxp050_vyp000_yawp050.npz,780,13.21006965637207,0.3818144202232361,0.22323302924633026,0.19345879554748535,0.4365934729576111,0.3684598505496979,11.699999809265137,11.699999809265137,completed
0.0,0.0,0.0,11.699999738484621,vxp000_vyp000_yawp000.npz,780,13.37930965423584,0.4017443060874939,0.12314601987600327,0.01835016906261444,0.07616754621267319,0.37478533387184143,11.699999809265137,11.699999809265137,completed
0.0,0.0,1.0,11.699999738484621,vxp000_vyp000_yawp100.npz,780,8.228291511535645,0.37952134013175964,0.09902044385671616,0.18514172732830048,0.29038628935813904,0.3708397448062897,11.699999809265137,11.699999809265137,completed
0.0,0.0,-1.0,11.699999738484621,vxp000_vyp000_yawn100.npz,780,7.879878044128418,0.3793452978134155,0.10392168164253235,0.18275819718837738,0.2886343002319336,0.3707132339477539,11.699999809265137,11.699999809265137,completed
0.699999988079071,0.0,0.0,11.699999738484621,vxp070_vyp000_yawp000.npz,780,14.34597110748291,0.3836807310581207,0.28614628314971924,0.1922772079706192,0.6017271280288696,0.36858105659484863,11.699999809265137,11.699999809265137,completed
